,Name_2005,ranking_2005,total_2005,mtn_2005,tt_2005,Name_2006,ranking_2006,total_2006,mtn_2006,tt_2006,Name_2007,ranking_2007,total_2007,mtn_2007,tt_2007,Name_2008,ranking_2008,total_2008,mtn_2008,tt_2008,Name_2010,ranking_2010,total_2010,mtn_2010,tt_2010,Name_2011,ranking_2011,total_2011,mtn_2011,tt_2011,Name_2012,ranking_2012,total_2012,mtn_2012,tt_2012
155,"SINKEWITZ, Patrik",59.0,40.648081214445106,34.106914688140733,48.244620611551525,PINEAU Jƒrƒ´me,83.0,39.530043356592962,32.584448544216663,45.808855765015338,GRABSCH Ralf,116.0,37.809950544423231,32.680617957281179,45.750162372807971,COBO ACEBO Juan Jose,,,37.987337554148617,44.829041789784725,EL FARES Julien,27.0,38.843250417738169,35.27529249827942,39.136022848982506,EISEL Bernhard,161.0,36.669893744023469,30.079790498792914,36.193399846508058,KROON Karsten,143.0,38.40133242633982,33.007081038552322,34.515612489991994
156,"SORENSEN, Nicki",71.0,40.523264922450259,33.85075155078006,49.026565646878304,ROUS Didier,73.0,39.661991179235052,32.905861658060488,47.168491140954742,GRIVKO Andriy,78.0,38.098462322909221,33.179386271608152,47.842426986642522,DE LA FUENTE David,,,35.940414575834801,42.857142857142854,KERN Christophe,97.0,37.187964465219707,31.892850476012697,43.883106485188151,GOSS Matthew Harley,142.0,36.898692947174027,30.084222071257273,42.70965404817975,LUND Anders,127.0,38.484565014031809,32.801651341715143,35.299897645854657
157,"SPEZIALETTI, Alessandro",,,,53.477588871715611,SPRICK Matthieu,51.0,39.982750295340452,33.808811240453196,45.489769264257724,KNEES Christian,47.0,38.428605174790462,34.123008738554162,45.989118607181723,DEL NERO Jesus,,,35.956473742311935,46.949602122015918,MINARD Sbastien,92.0,37.239510549098469,31.623760238157672,37.930795847750865,MARTIN Tony,44.0,38.43687549415727,31.580846658131922,48.870466321243626,MORKOV Michael,93.0,38.703810170908902,33.304753739163573,44.113595166163144
158,"SPRICK, Matthieu",120.0,40.096233440500512,33.326558462297847,46.170520231213878,ZABEL Erik,86.0,39.523991077834786,32.669195523172839,44.855119124275596,LANCASTER Brett,,,,49.375,GOMEZ Angel,,,,,MOINARD Ama«l,70.0,37.876399690305881,33.522457855753032,42.870551427454046,PATE Danny,165.0,36.598161200258453,30.079790498792914,43.385464581416741,NUYENS Nick,121.0,38.545603742850496,32.773293057653248,35.539983511953835
159,"STANGELJ, Gorazd",87.0,40.43141852286049,33.706611327551443,47.368421052631575,CELESTINO Mirko,,,35.188103210557415,46.302502720348208,ONGARATO Alberto,,,33.748787759060377,46.094003241491087,JUFRE POU Josep,,,36.050280654597202,43.90243902439024,MONIER Damien,71.0,37.81893075338791,32.297295168480915,42.455460883036409,RENSHAW Mark,163.0,36.61248524885697,30.084222071257273,39.332777314428689,PAULINHO Sergio Miguel Moreira,50.0,39.129680686060283,34.242803504380475,44.955665024630548
160,"STEINHAUSER, Tobias",81.0,40.470766419246225,34.130240856378236,47.677672076105203,GRABSCH Ralf,102.0,39.437799365547235,32.547871395029048,46.214064573197696,POITSCHKE Enrico,131.0,37.737451329304605,32.658385888529629,44.479057040623026,PASSERON Aurlien,,,,45.8153580672994,PAURIOL Rmi,38.0,38.603076270787206,34.37856328392246,39.803921568627452,VAN GARDEREN Tejay,82.0,37.664714494875554,31.15522517100791,43.289884340003752,SORENSEN Chris Anker,14.0,39.735744001212069,35.375862921904165,45.206191950464401
161,"TANKINK, Bram",111.0,40.21280168151884,32.947412737293327,47.659891851575615,GRIVKO Andriy,,,33.246487391830279,47.962128043282235,SIEBERG Marcel,120.0,37.795161660304558,32.658385888529629,45.518578352180938,PIEPOLI Leonardo,,,37.987337554148617,41.679748822605966,SANCHEZ Samuel,4.0,39.541934082903055,36.528525104229772,43.242603550295854,VELITS Peter,19.0,39.348650457283064,33.891178667256781,46.499704200355048,SORENSEN Nicki,99.0,38.65425358789971,33.028563030767451,44.199055575735571
162,"TOMBAK, Janeck",153.0,39.782706995887303,32.879773124409176,45.921667265540783,IGLINSKIY Maxim,,,34.514233181206293,46.454148471615724,VINOKOUROV Alexandre,,,35.698029780870016,48.932806324110672,CHAVANEL Sylvain,61.0,39.643357660168853,34.344946377673431,47.657252888318361,ISASI Inaki,115.0,36.987372626019834,31.24685656805816,40.02190580503833,VOECKLER Thomas,4.0,39.73714528451255,34.780798455700754,45.494887131005214,BRAJKOVIC Janez,9.0,39.802832932844318,35.373078955356441,46.348400203148806
163,"TOTSCHNIG, Georg",26.0,41.259379306824563,35.542939719240294,49.186952756663139,KNEES Christian,104.0,39.426343403368392,32.584448544216663,46.419369169258104,COLOM Antonio,,,34.888524069268655,43.135888501742158,AUGE Stphane,139.0,38.910616900074089,33.20151051113556,45.088811294974953,MARTINEZ Egoi,40.0,38.490426450124183,34.307228915662648,39.276245073450376,CHARTEAU Anthony,52.0,38.25278810408922,32.477137176938371,42.880523731587559,BOZIC Borut,129.0,38.480212501260887,32.920398426383194,36.720613287904598
164,"TRENTI, Guido",139.0,39.906074313608116,32.947412737293327,47.438752783964368,SACCHI Fabio,,,,48.135593220338983,IGLINSKIY Maxim,,,34.460753031269945,43.07751788130679,BRARD Florent,119.0,39.039474526028449,33.474233294361007,45.102505694760822,OROZ Juan Jos,,,,43.770491803278688,GAUTIER Cyril,43.0,38.4831145517783,32.253705279969111,42.74061990212072,FOFONOV Dmitriy,63.0,39.008310558313347,34.000432245515455,44.625916870415651
165,"TURPIN, Ludovic",96.0,40.316094641354155,33.812525776232839,47.972972972972975,SCHRƒ–DER Bjƒ¶rn,81.0,39.555459412687256,32.853662682001023,45.529411764705884,IVANOV Serguei,,,34.596116076586178,43.11085316308764,DUMOULIN Samuel,114.0,39.061847467908763,33.408465312961262,43.529239337534804,PEREZ LEZAUN Alan,129.0,36.858434446231179,31.795412602161875,40.34596981965403,GENE Yohann,158.0,36.6923406076166,30.084222071257273,40.578213732576145,GRIVKO Andriy,43.0,39.19217454110732,34.259208850077854,46.561224489795926
166,"ULLRICH, Jan",3.0,41.600859487331249,36.280304706514528,51.547847131188874,VELO Marco,99.0,39.453399620616189,32.412039236508953,44.869565217391305,KASHECHKIN Andrey,,,36.198597771379589,47.788977053399101,DUQUE Leonardo,53.0,39.717204527703046,34.656210556808539,44.877606527651857,PEREZ MORENO Ruben,95.0,37.204215640092848,31.719165789962251,39.963543565439302,JEROME Vincent,155.0,36.739502999143099,30.927678909503975,41.361164707945974,IGLINSKIY Maxim,116.0,38.579978854139533,33.250903557161877,36.81468830059778
167,"VALVERDE, Alejandro",,,36.240220892774964,54.593267882187938,MERCADO Juan Miguel,,,34.717798285261047,46.55579868708972,KL–DEN Andras,,,36.243604555207128,48.067299396031061,MOINARD Ama«l,15.0,40.323742931497279,35.731962281862018,46.882399368587215,TXURRUKA Amets,,,,41.937172774869111,KERN Christophe,,,,52.338811630847026,KASHECHKIN Andrey,78.0,38.869320357173734,33.40233765406542,44.92247108048241
168,"VAN BON, Leon",,,,54.10006949270327,CALVENTE Manuel,90.0,39.515212634725685,32.848389868111738,43.168766783722369,NAVARRO Daniel,,,33.815135712232582,43.531939831998436,MONCOUTIE David,42.0,39.85084931302363,35.179584120982987,46.132339235787512,VELASCO Ivan,62.0,38.077264885775527,33.624167678026701,37.644230769230766,QUEMENEUR Perrig,151.0,36.7924865618631,30.691639041742164,41.727127941957178,KESSIAKOFF Fredrik,40.0,39.222457627118644,34.318623066687024,45.482182905556947
169,"VAN SUMMEREN, Johan",136.0,39.9305930772152,33.309794437726723,48.96551724137931,COUTOULY Cƒdric,134.0,39.193712601589709,32.166332313324517,44.658617373651026,RAST Gregory,,,33.556431649399471,42.706017631276346,MONFORT Maxime,23.0,40.231324938071602,35.513761078834655,47.353316326530617,VERDUGO Gorka,36.0,38.612853633970069,34.891082368958472,40.02190580503833,ROLLAND Pierre,11.0,39.624167276367977,34.90366262451689,44.871550903901046,KISERLOVSKI Robert,,,35.560811005681657,43.534460994698314
170,"VANOTTI, Alessandro",133.0,39.962920046349943,33.172132095102306,45.24294185326135,DUENAS NEVADO Moises,61.0,39.841427875405884,33.379381799343811,45.106842218864664,SAVOLDELLI Paolo,,,34.868581227704325,44.275779852970395,VANDEVELDE Christian,5.0,40.47991357006795,36.167134528179659,48.8808426596445,MENCHOV Denis,3.0,39.565561155204158,36.466152040126637,45.391304347826086,TURGOT Sbastien,120.0,37.084422020001803,30.077329078188292,41.624007060900269,VINOKOUROV Alexandre,31.0,39.363743245947568,34.632148989565444,45.675675675675677
171,"VANSEVENANT, Wim",154.0,39.736747504355279,32.937327823691462,48.063181647235801,GONZALO RAMIREZ Eduardo,117.0,39.316962165939486,32.355676238654958,44.932272629542034,MILLAR David,69.0,38.16340166234599,33.262145418976203,46.954782801910902,BACKSTEDT Magnus,,,,47.03277236492471,BOOM Lars,130.0,36.840206359375529,31.902776048798703,39.122055674518201,KARPETS Vladimir,28.0,38.997953460168269,33.263649444791355,43.869767441860546,LEIPHEIMER Levi,32.0,39.355375207893061,34.656562541305021,44.479103204581456
172,"VASSEUR, Cedric",44.0,40.914397071803457,34.589653440482167,48.067700987306068,LAURENT Christophe,126.0,39.282238261331386,32.169603727879583,45.23866219287801,CAMANO Iker,53.0,38.346735572576485,33.87458285600438,46.149814369949766,DEAN Julian,110.0,39.109534898626272,33.218631310677203,43.921916592724045,FREIRE Oscar,141.0,36.747893648150949,30.757921267402786,41.664766248574686,BRUTT Pavel,,,,48.936170212765958,CHAVANEL Sylvain,,,33.997734192452029,47.793791574279382
173,"VICIOSO, Angel",64.0,40.634160594949719,33.821160570463206,48.862550181609635,MARTINEZ Josƒ Alberto,,,32.886168572677697,46.272292301000434,CANADA David,103.0,37.858512659626179,32.77537710237587,44.875769802505843,FRISCHKORN William,133.0,38.946686969445537,33.114533699756819,44.117647058823529,GARATE Juan Manuel,35.0,38.614218310979169,34.205916212022622,41.554207733131157,GALIMZYANOV Denis,,,,46.99205448354143,DE WEERT Kevin,70.0,38.936644026277698,33.328743180975586,44.81217775595384
174,"VINOKOUROV, Alexandre",5.0,41.563424957337475,36.172067860706967,51.351079859367147,PLOUHINEC Samuel,,,32.886168572677697,46.18189711308878,COBO ACEBO Juan Jose,20.0,38.96089249984842,35.432640125037992,47.755932203389833,HESJEDAL Ryder,47.0,39.798865746923667,34.853450697630862,47.262889879057923,GESINK Robert,6.0,39.458392271345595,36.416924224661621,40.720653789004459,GUSEV Vladimir,23.0,39.146065420975546,33.785883023411863,41.845607808340802,DEVENYNS Dries,68.0,38.947124175120429,33.582376296802288,45.357852882703781
175,"VOECKLER, Thomas",124.0,40.060836219233416,32.855616197855042,46.890478811227297,SALMON Benoit,39.0,40.111387005864877,34.185834012910327,43.510306058713297,DE LA FUENTE David,49.0,38.41861076899162,34.274051302726406,44.818663838812306,LOWE Trent,77.0,39.502085433409476,34.24103035878565,44.157002676181982,MOERENHOUT Koos,52.0,38.199744768631014,34.112009583707696,46.039479210415791,IGNATYEV Mikhail,147.0,36.811791220978073,30.074375905152316,42.756119673617405,GRABSCH Bert,125.0,38.512939276110295,32.644422310756973,45.830508474576277
176,"VOIGT, Jens",,,32.974539432829644,56.047516198704109,,,,,,LOBATO Ruben,,,,44.368174726989082,MAASKANT Martijn,134.0,38.941597632057181,33.114533699756819,43.876495789629196,NIERMANN Grischa,56.0,38.122659284933356,33.333875294691488,42.37340548898338,ISAICHEV Vladimir,,,29.61980892961591,41.235059760956169,MARTIN Tony,,,,46.90968443960827
177,"WAUTERS, Marc",140.0,39.902380629157463,33.016597470587669,48.473354826474491,,,,,,MAYO Iban,16.0,39.032482422438534,35.558305303333974,46.266009852216747,MILLAR David,68.0,39.604884546794786,33.657874905802565,48.7764821809821,TANKINK Bram,,,33.350275922160904,45.254237288135599,KOLOBNEV Alexandr,,,,50.426309378806636,PINEAU J<U+00E9>r<U+00F4>me,112.0,38.620219962265885,33.117559758754616,44.338637191789147
178,"WEENING, Pieter",72.0,40.522249168123622,33.708591119116612,48.19913256647181,,,,,,RINERO Christophe,77.0,38.103206487095484,33.371497734670179,44.441640378548897,PATE Danny,95.0,39.336200465985804,33.879140328697851,47.764554519137988,TJALLINGII Maarten,132.0,36.825305874818838,30.873251313867513,46.097560975609753,SILIN Egor,73.0,37.882878460632242,31.613441475225127,41.30320546505525,VELITS Martin,88.0,38.742760068198464,33.260393873085341,43.84338217631516
179,"WEGMANN, Fabian",79.0,40.482167562931572,34.141069622637765,49.144395308594497,,,,,,VENTOSO Francisco,,,34.645378956877636,41.274310057418042,,,,,,CUNEGO Damiano,29.0,38.794747214117898,35.518519801808672,38.585005279831044,TROFIMOV Yury,30.0,38.933767191963526,33.408167531653049,42.084597537033737,VELITS Peter,27.0,39.439092472673615,34.325362192354682,47.855270057682226
180,"WHITE, Matthew",123.0,40.074615072368566,33.319463931491605,46.911994126823892,,,,,,EFIMKIN Alexander,99.0,37.878597639152922,32.892679230682418,45.062373387354732,,,,,,BOLE Grega,125.0,36.87979251874814,31.909230984731757,40.450184501845015,FEILLU Romain,,,,50.242718446601941,GERRANS Simon,79.0,38.859001981713902,33.12209192159505,45.04998148833765
181,"WROLICH, Peter",146.0,39.865972898659727,32.855616197855042,46.847507331378303,,,,,,CARDENAS Flix,106.0,37.840788636845453,32.925323758421754,43.778744561839652,,,,,,DA DALTO Mauro,123.0,36.895983070021892,30.946882217090071,39.731786879304096,BOZIC Borut,136.0,36.969617130333766,30.440507838704068,38.43520782396088,ALBASINI Michael,110.0,38.624722713981967,32.773293057653248,45.022200296003952
182,"ZABALLA, Constantino",,,,53.321917808219176,,,,,,CHEULA Gianpaolo,111.0,37.819296856837653,32.971348232898627,45.557831195429557,,,,,,GAVAZZI Francesco,105.0,37.084879616220128,31.93955444773329,41.272590361445786,DE GENDT Thomas,63.0,38.105936230882229,33.107846404669473,45.848726424265998,COOKE Baden,117.0,38.573831724154836,32.66068759342302,42.97115950559153
183,"ZABRISKIE, David",,,,55.826461097167446,,,,,,DEGANO Enrico,,,,45.870967741935488,,,,,,HONDO Danilo,135.0,36.804217476251431,30.54483693627926,43.448275862068968,HOOGERLAND Johnny,74.0,37.858255356201177,31.552652136216533,41.030102662258571,GOSS Matthew Harley,120.0,38.55670103092784,32.865036506261944,43.545270189669573
184,"ZAMPIERI, Steve",,,,53.54195323246217,,,,,,GERAINT Thomas,140.0,37.661918256226613,32.63305210124355,45.631613042539414,,,,,,LORENZETTO Mirco,166.0,36.310874285461068,30.468123049487293,39.516943042537854,LEUKEMANS Bjorn,,,30.887253148590901,50.242718446602247,IMPEY Daryl,111.0,38.62365617789996,32.66068759342302,44.012539184952978
185,"ZANDIO, Xabier",22.0,41.36151105596101,35.71954647773363,49.064209617045783,,,,,,HUNTER Robert,118.0,37.79916352449132,32.658385888529629,45.376852050676405,,,,,,MALORI Adriano,170.0,36.100712055378416,30.489872401177834,42.21024258760108,MARCATO Marco,89.0,37.605067608722138,30.746580785478269,41.058680132335013,LANCASTER Brett Daniel,,,33.540567915895359,43.911382734912145
186,"ZANINI, Stefano",,,32.302544864645647,53.551160791057612,,,,,,LONGO BORGHINI Paolo,124.0,37.788493769369651,32.658385888529629,44.904377390565237,,,,,,PETACCHI Alessandro,150.0,36.613867137319737,30.423362863375328,42.324324324324323,POELS Wouter,,,,50.735294117647058,LANGEVELD Sebastian,150.0,38.252440754909621,32.719445108825639,43.261436359326858
187,"ZBERG, Beat",93.0,40.354336850907686,33.508495358206339,48.308448308448313,,,,,,SIUTSOU Kanstantsin,32.0,38.693209530863307,34.638891718447589,47.159116268690028,,,,,,SPILAK Simon,,,31.568903630333043,43.297297297297298,RUIJGH Rob,21.0,39.286055168464252,33.950657195902572,42.632435364310254,O'GRADY Stuart,97.0,38.673253091994916,32.974564814135547,43.806552262090484
188,"ZUBELDIA, Haimar",15.0,41.461889877374368,36.161051835671678,48.834543370271305,,,,,,SOLER HERNANDEZ Juan Mauricio,11.0,39.105882782522968,35.738933945243389,46.469488730071468,,,,,,CAPECCHI Eros,83.0,37.493394035758001,32.555776101627629,40.257069408740357,WESTRA Lieuwe,128.0,37.008619759509912,30.553361983690905,44.633730834752981,WEENING Pieter,72.0,38.910047382525029,33.711548969817748,44.166969147005446
189,,,,,,,,,,,,,,,,,,,,,BENITEZ Jos-Alberto,145.0,36.676550890699133,31.18459479192018,39.674267100977197,COPPEL Jr´me,14.0,39.504245394690535,34.465104503642856,44.650634349555013,KITTEL Marcel,,,,50.748898678414093
190,,,,,,,,,,,,,,,,,,,,,CARDOSO Manuel,,,,23.558823529411764,COYOT Arnaud,148.0,36.808938121158285,30.289994808277086,40.987310968190442,CURVERS Roy,135.0,38.43791506239485,32.865036506261944,35.24938675388389
191,,,,,,,,,,,,,,,,,,,,,DURAN AROCA Arkaitz,81.0,37.555470258316959,32.349274973570857,42.753510140405616,DELAPLACE Anthony,135.0,36.97249519429424,30.133055689913835,43.03705055667092,DE KORT Koen,103.0,38.64689629766071,32.865036506261944,44.007233273056059
192,,,,,,,,,,,,,,,,,,,,,EIBEGGER Markus,,,31.559905375945082,43.297297297297298,ENGOULVENT Jimmy,160.0,36.687761832605403,30.289994808277086,40.466792517590527,FR<U+00D6>HLINGER Johannes,,,,48.710359408033831
193,,,,,,,,,,,,,,,,,,,,,FELLINE Fabio,,,31.559905375945082,42.949061662198396,GALLAND Jeremie,138.0,36.935336240779627,30.190972935233482,37.446403049070987,GRETSCH Patrick,141.0,38.409182440596055,32.66068759342302,46.770019218449711
194,,,,,,,,,,,,,,,,,,,,,MAYOZ Iban,,,31.219412724306689,43.41463414634147,HIVERT Jonathan,97.0,37.502733435381593,31.994289842709541,40.04075394803872,HUGUET Yann,138.0,38.416918429003019,32.974564814135547,44.625916870415651
195,,,,,,,,,,,,,,,,,,,,,PEREZ ARRIETA Aitor,82.0,37.523654701461354,32.57180986273513,40.28665931642778,JEANDESBOZ Fabrice,124.0,37.041481179279806,31.159979314846684,40.634154747544372,SPRICK Matthieu,113.0,38.618205913209927,33.01366125952196,45.329690798460199
196,,,,,,,,,,,,,,,,,,,,,VALLS FERRI Rafael,53.0,38.177053304680541,33.577909528644895,42.080614203454893,MANGEL Laurent,122.0,37.061048082117779,30.669103106460739,40.04075394803872,TIMMER Albert,148.0,38.319392190524894,32.865036506261944,44.571428571428577
197,,,,,,,,,,,,,,,,,,,,,,,,,,TALABARDON Yannick,47.0,38.380723850256743,32.23164411550637,40.466792517590527,VEELERS Tom,,,32.319790301441678,42.714887292543963
198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
